"","chamber","icpsr","state_abbrev","party_code","bioname","born","died","gen","nominate_dim1","nominate_dim2","wing","region","total_vote","iso_num","oppo_per","first_cong","last_cong","congress_num","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102"
"96","House",4487,"MI","Republican","HOFFMAN, Clare Eugene",1875,"1967","missionary",0.691,0.232,"Right","Midwest",271,191,0.70479704797048,74,87,14,"0.818181818181818","0.8","0.774193548387097","0.512820512820513","0.625","0.75","0.733333333333333","0.909090909090909","0.666666666666667","0.666666666666667","0.692307692307692","0.62962962962963","0.7","0.833333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"97","House",9584,"IL","Republican","VAIL, Richard Bernard",1895,"1955","lost",0.478,-0.196,"Center","Midwest",27,19,0.703703703703704,80,82,2,"X","X","X","X","X","X","0.733333333333333","X","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"98","House",6061,"IL","Republican","MASON, Noah Morgan",1882,"1965","missionary",0.63,0.228,"Right","Midwest",245,172,0.702040816326531,75,87,13,"X","0.8","0.714285714285714","0.516129032258065","0.470588235294118","0.727272727272727","0.875","0.909090909090909","0.666666666666667","0.615384615384615","0.642857142857143","0.761904761904762","0.882352941176471","0.727272727272727","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"99","House",4481,"CA","Democrat","HOEPPEL, John Henry",1881,"1976","missionary",-0.144,-0.491,"Left","West",10,7,0.7,73,74,2,"0.7","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"100","House",5589,"NJ","Republican","LEHLBACH, Frederick Reimold",1876,"1937","missionary",0.45,-0.708,"Center","North",10,7,0.7,64,74,11,"0.7","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"101","House",9355,"MT","Republican","THORKELSON, Jacob",1876,"1945","missionary",0.193,-0.244,"Center","Rockies",30,21,0.7,76,76,1,"X","X","0.7","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"102","Senate",10301,"SC","Democrat","WOFFORD, Thomas Albert",1908,"1978","greatest",-0.069,0.998,"Right","South",23,16,0.695652173913043,84,84,1,"X","X","X","X","X","X","X","X","X","X","0.695652173913043","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"103","Senate",5452,"ND","Republican","LANGER, William",1886,"1959","lost",0.023,0.436,"Right","Midwest",255,177,0.694117647058824,77,86,10,"X","X","X","0.621621621621622","0.714285714285714","0.941176470588235","0.722222222222222","0.695652173913043","0.642857142857143","0.882352941176471","0.673076923076923","0.724137931034483","0.518518518518518","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"104","Senate",5158,"MO","Republican","KEM, James Preston",1890,"1965","lost",0.499,-0.057,"Center","Midwest",62,43,0.693548387096774,80,82,3,"X","X","X","X","X","X","0.55","0.821428571428571","0.642857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"105","House",1201,"IL","Republican","BUCKBEE, John Theodore",1871,"1936","missionary",0.249,-0.132,"Center","Midwest",13,9,0.692307692307692,70,74,5,"0.692307692307692","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"106","House",5972,"MI","Republican","MAPES, Carl Edgar",1874,"1939","missionary",0.367,0.206,"Right","Midwest",39,27,0.692307692307692,63,76,14,"0.733333333333333","0.727272727272727","0.615384615384615","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"107","House",10781,"MS","Republican","WALKER, Prentiss Lafayette",1917,"1998","greatest",0.516,0.857,"Right","South",39,27,0.692307692307692,89,89,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.692307692307692","X","X","X","X","X","X","X","X","X","X","X","X","X"
"108","Senate",1234,"SD","Democrat","BULOW, William John",1869,"1960","missionary",0.014,0.802,"Right","Midwest",115,79,0.68695652173913,72,77,6,"0.5625","0.571428571428571","0.693548387096774","0.766666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"109","House",10755,"AL","Republican","MARTIN, James Douglas",1918,"X","greatest",0.543,0.642,"Right","South",35,24,0.685714285714286,89,89,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.685714285714286","X","X","X","X","X","X","X","X","X","X","X","X","X"
"110","House",8709,"KS","Republican","SMITH, Wint",1892,"1976","lost",0.553,0.677,"Right","Midwest",108,74,0.685185185185185,80,86,7,"X","X","X","X","X","X","0.733333333333333","0.833333333333333","0.8","0.666666666666667","0.571428571428571","0.625","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"111","House",9086,"IL","Republican","SUMNER, Jessie",1898,"1994","lost",0.544,0.385,"Right","Midwest",107,73,0.682242990654206,76,79,4,"X","X","0.727272727272727","0.6","0.529411764705882","0.863636363636364","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"112","House",9372,"IA","Republican","THURSTON, Lloyd",1880,"1970","missionary",0.391,0.537,"Right","Midwest",22,15,0.681818181818182,69,75,7,"0.571428571428571","0.875","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"113","House",828,"WI","Independent","BOILEAU, Gerald John",1900,"1981","lost",-0.26,-0.966,"Left","Midwest",25,17,0.68,72,75,4,"0.5","0.909090909090909","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"114","Senate",2317,"CT","Republican","DANAHER, John Anthony",1899,"1990","lost",0.227,-0.21,"Center","North",128,87,0.6796875,76,78,3,"X","X","0.784615384615385","0.609756097560976","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"115","House",3495,"PA","Republican","GARTNER, Fred Christian",1896,"1972","lost",0.222,-0.921,"Center","North",31,21,0.67741935483871,76,76,1,"X","X","0.67741935483871","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"116","House",4488,"IL","Republican","HOFFMAN, Elmer Joseph",1899,"1976","lost",0.558,0.043,"Right","Midwest",80,54,0.675,86,88,3,"X","X","X","X","X","X","X","X","X","X","X","X","0.65","0.684210526315789","0.681818181818182","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"117","House",8146,"PA","Republican","RUTHERFORD, Albert Greig",1879,"1941","missionary",0.43,-0.059,"Center","North",55,37,0.672727272727273,75,77,3,"X","0.9","0.636363636363636","0.583333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"118","House",2884,"IA","Democrat","EICHER, Edward Clayton",1878,"1944","missionary",-0.227,-0.122,"Left","Midwest",21,14,0.666666666666667,73,75,3,"0.5","0.818181818181818","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"119","House",6344,"MI","Republican","McLEOD, Clarence John",1895,"1959","lost",0.232,-0.342,"Center","Midwest",39,26,0.666666666666667,66,76,9,"0.444444444444444","X","0.733333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"120","House",318,"NJ","Republican","BACHARACH, Isaac",1870,"1956","missionary",0.355,-0.745,"Center","North",9,6,0.666666666666667,64,74,11,"0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"121","House",6469,"NY","Republican","MILLARD, Charles Dunsmore",1873,"1944","missionary",0.404,-0.294,"Center","North",18,12,0.666666666666667,72,75,4,"0.692307692307692","0.6","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"122","House",2051,"OH","Republican","COOPER, John Gordon",1872,"1955","missionary",0.36,0.146,"Right","Midwest",9,6,0.666666666666667,64,74,11,"0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"123","House",666,"PA","Democrat","BERLIN, William Markle",1880,"1962","missionary",-0.606,-0.196,"Left","North",3,2,0.666666666666667,73,74,2,"0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"124","Senate",2575,"IA","Republican","DICKINSON, Lester Jesse",1873,"1968","missionary",0.485,0.351,"Right","Midwest",15,10,0.666666666666667,66,74,9,"0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"125","House",667,"MN","Independent","BERNARD, John Toussaint",1893,"1983","lost",-0.353,-0.936,"Left","Midwest",9,6,0.666666666666667,75,75,1,"X","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"126","House",10017,"OH","Republican","WHITE, Dudley Allen",1901,"1957","greatest",0.339,-0.27,"Center","Midwest",33,22,0.666666666666667,75,76,2,"X","0.5","0.739130434782609","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"127","House",9118,"NE","Republican","SWEET, John Hyde",1880,"1964","missionary",0.41,0.145,"Right","Midwest",15,10,0.666666666666667,76,76,1,"X","X","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"128","House",1851,"IL","Republican","CLIPPINGER, Roy",1886,"1962","lost",0.562,-0.506,"Right","Midwest",24,16,0.666666666666667,79,80,2,"X","X","X","X","X","0.363636363636364","0.923076923076923","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"129","House",8193,"ID","Republican","SANBORN, John Carfield",1885,"1968","lost",0.466,-0.291,"Center","Rockies",27,18,0.666666666666667,80,81,2,"X","X","X","X","X","X","0.625","0.727272727272727","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"130","House",15244,"NY","Democrat","WALDON, Alton R., Jr.",1936,"X","silent",-0.501,0.165,"Left","North",30,20,0.666666666666667,99,99,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.666666666666667","X","X","X"
"131","Senate",1494,"KS","Republican","CAPPER, Arthur",1865,"1951","missionary",0.262,0.55,"Right","Midwest",191,127,0.664921465968586,66,80,15,"0.941176470588235","0.8","0.90625","0.560975609756098","0.409090909090909","0.666666666666667","0.0526315789473684","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"132","House",5059,"OH","Republican","JONES, Robert Franklin",1907,"1968","greatest",0.692,-0.147,"Right","Midwest",116,77,0.663793103448276,76,80,5,"X","X","0.75","0.5","0.588235294117647","0.833333333333333","0.8","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"133","House",3853,"IA","Republican","GROSS, Harold Royce",1899,"1987","lost",0.955,0.298,"Right","Midwest",461,306,0.663774403470716,81,93,13,"X","X","X","X","X","X","X","0.769230769230769","0.666666666666667","0.642857142857143","0.6","0.586206896551724","0.714285714285714","0.681818181818182","0.709677419354839","0.638297872340426","0.7","0.553191489361702","0.571428571428571","0.776470588235294","X","X","X","X","X","X","X","X","X"
"134","House",953,"MI","Republican","BRADLEY, Frederick Van Ness",1898,"1947","lost",0.475,-0.011,"Center","Midwest",104,69,0.663461538461538,76,80,5,"X","X","0.714285714285714","0.564102564102564","0.533333333333333","0.833333333333333","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"135","Senate",10205,"IN","Republican","WILLIS, Raymond Eugene",1875,"1956","missionary",0.447,-0.035,"Center","Midwest",80,53,0.6625,77,79,3,"X","X","X","0.547619047619048","0.727272727272727","0.875","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"136","House",92,"AR","Independent","ALFORD, Thomas Dale",1916,"2000","greatest",0.011,1,"Right","South",53,35,0.660377358490566,86,87,2,"X","X","X","X","X","X","X","X","X","X","X","X","0.647058823529412","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"137","House",92,"AR","Democrat","ALFORD, Thomas Dale",1916,"2000","greatest",0.011,1,"Right","South",53,35,0.660377358490566,86,87,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"138","House",8392,"MI","Republican","SHAFER, Paul Werntz",1893,"1954","lost",0.487,-0.05,"Center","Midwest",156,103,0.66025641025641,75,83,9,"X","0.8","0.923076923076923","0.5","0.5","0.666666666666667","0.6875","0.75","0.666666666666667","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"139","House",14856,"IL","Democrat","SAVAGE, Gus",1925,"2015","greatest",-0.671,-0.39,"Left","Midwest",584,385,0.659246575342466,97,102,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.666666666666667","0.629032258064516","0.723809523809524","0.653333333333333","0.625","0.666666666666667"
"140","Senate",9930,"ID","Republican","WELKER, Herman",1906,"1957","greatest",0.493,0.343,"Right","Rockies",85,56,0.658823529411765,82,84,3,"X","X","X","X","X","X","X","X","0.733333333333333","0.789473684210526","0.588235294117647","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"141","Senate",9298,"ID","Republican","THOMAS, John",1874,"1945","missionary",0.429,0.41,"Right","Rockies",102,67,0.656862745098039,70,79,7,"X","X","0.815789473684211","0.575","0.4375","0.75","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"142","House",14681,"MI","Democrat","CROCKETT, George William, Jr.",1909,"1997","greatest",-0.651,-0.414,"Left","Midwest",511,335,0.655577299412916,96,101,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.5","0.686746987951807","0.591304347826087","0.725490196078431","0.643939393939394","0.649350649350649","X"
"143","House",14281,"OR","Democrat","WEAVER, James Howard",1927,"X","greatest",-0.311,-0.578,"Left","West",695,454,0.653237410071942,94,99,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.511904761904762","0.639240506329114","0.663934426229508","0.666666666666667","0.645669291338583","0.777777777777778","X","X","X"
"144","House",7999,"NY","Republican","ROCKEFELLER, Lewis Kirby",1875,"1948","missionary",0.51,-0.099,"Right","North",66,43,0.651515151515151,75,77,3,"X","1","0.766666666666667","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"145","House",4941,"IL","Republican","JOHNSON, Anton Joseph",1878,"1958","missionary",0.511,0.045,"Right","Midwest",129,84,0.651162790697674,76,80,5,"X","X","0.787878787878788","0.512820512820513","0.526315789473684","0.625","0.928571428571429","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"146","House",5602,"ND","Republican","LEMKE, William",1878,"1950","missionary",0.032,-0.102,"Center","Midwest",106,69,0.650943396226415,73,81,8,"0.666666666666667","0.909090909090909","0.703703703703704","X","0.375","0.473684210526316","0.857142857142857","0.714285714285714","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"147","House",9395,"MA","Republican","TINKHAM, George Holden",1870,"1956","missionary",0.502,-0.784,"Right","North",83,54,0.650602409638554,64,77,14,"0.666666666666667","0.454545454545455","0.806451612903226","0.551724137931034","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"148","Senate",1338,"NE","Republican","BUTLER, Hugh Alfred",1878,"1954","missionary",0.484,0.14,"Right","Midwest",143,93,0.65034965034965,77,83,7,"X","X","X","0.609756097560976","0.666666666666667","0.764705882352941","0.578947368421053","0.692307692307692","0.615384615384615","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"149","House",2159,"MI","Republican","CRAWFORD, Fred Lewis",1888,"1957","lost",0.451,0.245,"Right","Midwest",163,106,0.650306748466258,74,82,9,"0.75","1","0.625","0.558823529411765","0.611111111111111","0.6","0.625","0.833333333333333","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"150","House",4894,"PA","Republican","JARRETT, Benjamin",1881,"1944","missionary",0.433,-0.18,"Center","North",65,42,0.646153846153846,75,77,3,"X","0.8","0.692307692307692","0.551724137931034","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"151","House",2924,"WV","Republican","ELLIS, Hubert Summers",1887,"1959","lost",0.579,-0.323,"Right","South",59,38,0.644067796610169,78,80,3,"X","X","X","X","0.473684210526316","0.625","0.875","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"152","House",3687,"NY","Republican","GOODWIN, Philip Arnold",1882,"1937","missionary",0.502,-0.187,"Right","North",14,9,0.642857142857143,73,75,3,"0.615384615384615","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"153","House",7736,"PA","Republican","RANSLEY, Harry Clay",1863,"1941","missionary",0.349,-0.834,"Center","North",14,9,0.642857142857143,66,74,9,"0.642857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"154","Senate",3706,"OK","Democrat","GORE, Thomas Pryor",1870,"1949","missionary",-0.127,0.253,"Center","Southwest",14,9,0.642857142857143,60,74,10,"0.642857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"155","Senate",5402,"WI","Independent","LA FOLLETTE, Robert Marion, Jr.",1895,"1953","lost",0.048,0.95,"Right","Midwest",168,108,0.642857142857143,69,79,11,"0.941176470588235","0.625","0.71875","0.585365853658537","0.45","0.444444444444444","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
